,category,word,score,Compound,Subjectivity,Stanza,Flair,Valence,Arousal,Dominance,quadrant
24,pos hp,adequate,--,0.2263,0.3333333333333333,1.0,POSITIVE,0.8540000000000001,0.264,0.705,4.0
25,pos hp,adhere,--,0.0,0.0,1.0,POSITIVE,0.633,0.33899999999999997,0.5539999999999999,4.0
26,pos hp,adherence,--,0.0,0.0,1.0,POSITIVE,0.76,0.307,0.63,4.0
27,pos hp,adherent,--,0.0,0.0,1.0,POSITIVE,0.561,0.385,0.555,4.0
28,pos hp,adhesion,--,0.0,0.0,1.0,POSITIVE,0.521,0.445,0.586,4.0
29,pos hp,adjacent,--,0.0,0.0,1.0,POSITIVE,0.645,0.276,0.536,4.0
30,pos hp,adjective,--,0.0,0.0,1.0,POSITIVE,0.57,0.316,0.569,4.0
31,pos hp,adjudication,--,0.0,0.0,1.0,POSITIVE,0.551,0.462,0.691,4.0
32,pos hp,administer,--,0.0,0.0,1.0,POSITIVE,0.635,0.425,0.86,4.0
33,pos hp,administrator,--,0.0,0.0,1.0,POSITIVE,0.5379999999999999,0.48,0.902,4.0
34,pos hp,admittance,--,0.0,0.0,1.0,POSITIVE,0.69,0.451,0.598,4.0
35,pos hp,adoptive,--,0.0,0.0,1.0,POSITIVE,0.531,0.469,0.52,4.0
36,pos hp,adulthood,--,0.0,0.0,1.0,POSITIVE,0.541,0.45399999999999996,0.652,4.0
37,pos hp,advisement,--,0.0,0.0,1.0,POSITIVE,0.698,0.235,0.655,4.0
38,pos hp,advisory,--,0.0,0.0,1.0,POSITIVE,0.6559999999999999,0.429,0.633,4.0
39,pos hp,affectionate,--,0.4404,0.0,2.0,POSITIVE,0.9490000000000001,0.42200000000000004,0.55,4.0
40,pos hp,affinity,--,0.0,0.0,1.0,POSITIVE,0.8,0.5,0.537,4.0
41,pos hp,aggregate,--,0.0,0.0,1.0,POSITIVE,0.73,0.37799999999999995,0.556,4.0
42,pos hp,airship,--,0.0,0.0,1.0,POSITIVE,0.542,0.47200000000000003,0.529,4.0
43,pos hp,albatross,--,0.0,0.0,1.0,POSITIVE,0.5,0.445,0.527,4.0
44,pos hp,alderman,--,0.0,0.0,1.0,POSITIVE,0.55,0.45899999999999996,0.691,4.0
45,pos hp,align,--,0.0,0.0,1.0,POSITIVE,0.6559999999999999,0.364,0.627,4.0
46,pos hp,aligned,--,0.0,0.0,1.0,POSITIVE,0.583,0.275,0.5529999999999999,4.0
47,pos hp,alignment,--,0.0,0.0,1.0,POSITIVE,0.643,0.41200000000000003,0.6829999999999999,4.0
48,pos hp,allocate,--,0.0,0.0,1.0,POSITIVE,0.6729999999999999,0.462,0.672,4.0
49,pos hp,allocation,--,0.0,0.0,1.0,POSITIVE,0.604,0.38799999999999996,0.679,4.0
50,pos hp,allot,--,0.0,0.0,1.0,POSITIVE,0.622,0.48100000000000004,0.616,4.0
51,pos hp,allotment,--,0.0,0.0,1.0,POSITIVE,0.6,0.39,0.64,4.0
52,pos hp,alloy,--,0.0,0.0,1.0,POSITIVE,0.583,0.44299999999999995,0.593,4.0
53,pos hp,aloft,--,0.0,0.0,1.0,POSITIVE,0.7709999999999999,0.373,0.7,4.0
54,pos hp,altar,--,0.0,0.0,1.0,POSITIVE,0.7240000000000001,0.387,0.635,4.0
55,pos hp,altitude,--,0.0,0.0,1.0,POSITIVE,0.708,0.48200000000000004,0.736,4.0
56,pos hp,alto,--,0.0,0.0,1.0,POSITIVE,0.6559999999999999,0.40399999999999997,0.73,4.0
57,pos hp,ambient,--,0.0,0.0,1.0,POSITIVE,0.625,0.36,0.5820000000000001,4.0
58,pos hp,amethyst,--,0.0,0.0,1.0,POSITIVE,0.622,0.406,0.517,4.0
59,pos hp,amphitheater,--,0.0,0.0,1.0,POSITIVE,0.653,0.48,0.545,4.0
60,pos hp,ample,--,0.0,0.0,2.0,POSITIVE,0.7440000000000001,0.349,0.7190000000000001,4.0
61,pos hp,amplitude,--,0.0,0.0,1.0,POSITIVE,0.6940000000000001,0.439,0.6920000000000001,4.0
62,pos hp,amply,--,0.0,0.0,1.0,POSITIVE,0.7809999999999999,0.431,0.7659999999999999,4.0
63,pos hp,amulet,--,0.0,0.0,1.0,POSITIVE,0.7809999999999999,0.26,0.63,4.0
64,pos hp,analogous,--,0.0,0.0,1.0,POSITIVE,0.531,0.27,0.5,4.0
65,pos hp,analogy,--,0.0,0.0,1.0,POSITIVE,0.51,0.36700000000000005,0.509,4.0
66,pos hp,analytical,--,0.0,0.0,1.0,POSITIVE,0.625,0.324,0.8,4.0
67,pos hp,anatomic,--,0.0,0.0,1.0,POSITIVE,0.562,0.442,0.546,4.0
68,pos hp,ancestor,--,0.0,0.0,1.0,POSITIVE,0.5920000000000001,0.38799999999999996,0.594,4.0
69,pos hp,annotation,--,0.0,0.0,1.0,POSITIVE,0.604,0.47,0.619,4.0
70,pos hp,annuity,--,0.0,0.0,1.0,POSITIVE,0.521,0.304,0.527,4.0
71,pos hp,anointed,--,0.0,0.0,1.0,POSITIVE,0.5,0.368,0.579,4.0
72,pos hp,anointing,--,0.0,0.0,1.0,POSITIVE,0.653,0.35,0.547,4.0
73,pos hp,anthropologist,--,0.0,0.0,1.0,POSITIVE,0.551,0.385,0.725,4.0
74,pos hp,antibiotic,--,0.0,0.0,1.0,POSITIVE,0.51,0.373,0.6579999999999999,4.0
75,pos hp,antiques,--,0.0,0.0,1.0,POSITIVE,0.54,0.37,0.595,4.0
76,pos hp,apace,--,0.0,0.0,1.0,POSITIVE,0.536,0.5,0.536,4.0
77,pos hp,aperture,--,0.0,0.0,1.0,POSITIVE,0.612,0.45,0.667,4.0
78,pos hp,apothecary,--,0.0,0.0,1.0,POSITIVE,0.561,0.32799999999999996,0.529,4.0
79,pos hp,appliance,--,0.0,0.0,1.0,POSITIVE,0.5820000000000001,0.45299999999999996,0.5379999999999999,4.0
80,pos hp,appliances,--,0.0,0.0,1.0,POSITIVE,0.594,0.39399999999999996,0.5670000000000001,4.0
81,pos hp,applicability,--,0.0,0.0,1.0,POSITIVE,0.677,0.49,0.741,4.0
82,pos hp,appoint,--,0.0,0.0,1.0,POSITIVE,0.565,0.33,0.509,4.0
83,pos hp,apportion,--,0.0,0.0,1.0,POSITIVE,0.677,0.49,0.638,4.0
84,pos hp,appraise,--,0.0,0.0,1.0,POSITIVE,0.677,0.49,0.696,4.0
85,pos hp,appreciable,--,0.0,0.0,1.0,POSITIVE,0.873,0.491,0.778,4.0
86,pos hp,appreciative,--,0.5574,0.9,2.0,POSITIVE,0.857,0.38,0.654,4.0
87,pos hp,apprenticeship,--,0.0,0.0,1.0,POSITIVE,0.812,0.48200000000000004,0.643,4.0
88,pos hp,appurtenances,--,0.0,0.0,1.0,POSITIVE,0.573,0.41200000000000003,0.547,4.0
89,pos hp,aqueduct,--,0.0,0.0,1.0,POSITIVE,0.551,0.41100000000000003,0.534,4.0
90,pos hp,arbor,--,0.0,0.0,1.0,POSITIVE,0.583,0.49,0.591,4.0
91,pos hp,archaeological,--,0.0,0.0,1.0,POSITIVE,0.74,0.441,0.66,4.0
92,pos hp,archaeologist,--,0.0,0.0,1.0,POSITIVE,0.552,0.451,0.706,4.0
93,pos hp,archangel,--,0.0,0.0,1.0,POSITIVE,0.8370000000000001,0.5,0.708,4.0
94,pos hp,archbishop,--,0.0,0.0,1.0,POSITIVE,0.622,0.28,0.7759999999999999,4.0
95,pos hp,archipelago,--,0.0,0.0,1.0,POSITIVE,0.745,0.37,0.5920000000000001,4.0
96,pos hp,architect,--,0.0,0.0,1.0,POSITIVE,0.7759999999999999,0.442,0.836,4.0
97,pos hp,architectural,--,0.0,0.0,1.0,POSITIVE,0.7290000000000001,0.39,0.67,4.0
98,pos hp,aristocrat,--,0.0,0.0,1.0,POSITIVE,0.583,0.413,0.8109999999999999,4.0
99,pos hp,artifact,--,0.0,0.0,1.0,POSITIVE,0.51,0.5,0.5660000000000001,4.0
100,pos hp,artistry,--,0.0,0.0,2.0,POSITIVE,0.823,0.34600000000000003,0.769,4.0
101,pos hp,assembled,--,0.0,0.0,1.0,POSITIVE,0.6629999999999999,0.45,0.644,4.0
102,pos hp,assertion,--,0.0,0.0,1.0,POSITIVE,0.74,0.442,0.75,4.0
103,pos hp,assertive,--,0.0,0.0,2.0,NEGATIVE,0.7190000000000001,0.41200000000000003,0.77,4.0
104,pos hp,assess,--,0.0,0.0,1.0,POSITIVE,0.698,0.5,0.623,4.0
105,pos hp,assimilate,--,0.0,0.0,1.0,POSITIVE,0.5589999999999999,0.391,0.6829999999999999,4.0
106,pos hp,assortment,--,0.0,0.0,1.0,POSITIVE,0.6940000000000001,0.36,0.526,4.0
107,pos hp,astral,--,0.0,0.0,1.0,POSITIVE,0.604,0.41700000000000004,0.5670000000000001,4.0
108,pos hp,atlas,--,0.0,0.0,1.0,POSITIVE,0.531,0.306,0.5539999999999999,4.0
109,pos hp,atmospheric,--,0.0,0.0,1.0,POSITIVE,0.531,0.42,0.594,4.0
110,pos hp,attributable,--,0.0,0.0,1.0,POSITIVE,0.7040000000000001,0.43,0.527,4.0
111,pos hp,attribute,--,0.0,0.0,1.0,POSITIVE,0.7809999999999999,0.439,0.795,4.0
112,pos hp,attribution,--,0.0,0.0,1.0,POSITIVE,0.6459999999999999,0.467,0.6579999999999999,4.0
113,pos hp,auditorium,--,0.0,0.0,1.0,POSITIVE,0.529,0.49,0.5379999999999999,4.0
114,pos hp,auditory,--,0.0,0.0,1.0,POSITIVE,0.531,0.48100000000000004,0.57,4.0
115,pos hp,autobiographical,--,0.0,0.0,1.0,POSITIVE,0.909,0.462,0.5820000000000001,4.0
116,pos hp,autonomy,--,0.0,0.0,1.0,POSITIVE,0.7809999999999999,0.349,0.8909999999999999,4.0
117,pos hp,auxiliary,--,0.0,0.0,1.0,POSITIVE,0.622,0.47100000000000003,0.509,4.0
118,pos hp,avail,--,0.0,0.0,1.0,POSITIVE,0.8,0.43,0.603,4.0
119,pos hp,avid,--,0.296,1.0,1.0,POSITIVE,0.5820000000000001,0.45899999999999996,0.593,4.0
120,pos hp,bandwidth,--,0.0,0.0,1.0,POSITIVE,0.7140000000000001,0.337,0.5479999999999999,4.0
121,pos hp,baron,--,0.0,0.0,1.0,POSITIVE,0.52,0.358,0.7090000000000001,4.0
122,pos hp,baroness,--,0.0,0.0,1.0,POSITIVE,0.625,0.45299999999999996,0.755,4.0
123,pos hp,basilica,--,0.0,0.0,1.0,POSITIVE,0.612,0.302,0.639,4.0
124,pos hp,bazaar,--,0.0,0.0,1.0,POSITIVE,0.604,0.34,0.5,4.0
125,pos hp,beacon,--,0.0,0.0,1.0,POSITIVE,0.58,0.40700000000000003,0.537,4.0
126,pos hp,beads,--,0.0,0.0,1.0,POSITIVE,0.6729999999999999,0.38799999999999996,0.552,4.0
127,pos hp,behavioral,--,0.0,0.0,1.0,POSITIVE,0.612,0.44,0.708,4.0
128,pos hp,behest,--,0.0,0.0,1.0,POSITIVE,0.602,0.35,0.72,4.0
129,pos hp,beholder,--,0.0,0.0,1.0,POSITIVE,0.7140000000000001,0.491,0.52,4.0
130,pos hp,beneficiary,--,0.4767,0.0,1.0,POSITIVE,0.7759999999999999,0.39899999999999997,0.616,4.0
131,pos hp,benevolent,--,0.5719,0.0,1.0,POSITIVE,0.7859999999999999,0.40700000000000003,0.6509999999999999,4.0
132,pos hp,bequeath,--,0.0,0.0,1.0,POSITIVE,0.743,0.5,0.741,4.0
133,pos hp,bibliography,--,0.0,0.0,1.0,POSITIVE,0.622,0.204,0.528,4.0
134,pos hp,bicentennial,--,0.0,0.0,1.0,POSITIVE,0.541,0.423,0.507,4.0
135,pos hp,biggie,--,0.0,0.0,1.0,POSITIVE,0.531,0.48100000000000004,0.5,4.0
136,pos hp,biogenesis,--,0.0,0.0,1.0,POSITIVE,0.594,0.442,0.6970000000000001,4.0
137,pos hp,biographer,--,0.0,0.0,1.0,POSITIVE,0.708,0.42700000000000005,0.617,4.0
138,pos hp,biological,--,0.0,0.0,1.0,POSITIVE,0.59,0.41,0.615,4.0
139,pos hp,biologist,--,0.0,0.0,1.0,POSITIVE,0.625,0.45299999999999996,0.693,4.0
140,pos hp,biosphere,--,0.0,0.0,1.0,POSITIVE,0.684,0.35100000000000003,0.579,4.0
141,pos hp,birthmark,--,0.0,0.0,1.0,POSITIVE,0.63,0.461,0.5,4.0
142,pos hp,birthright,--,0.0,0.0,1.0,POSITIVE,0.684,0.41700000000000004,0.7140000000000001,4.0
143,pos hp,blending,--,0.0,0.0,1.0,POSITIVE,0.56,0.418,0.637,4.0
144,pos hp,bobcat,--,0.0,0.0,1.0,POSITIVE,0.562,0.49,0.529,4.0
145,pos hp,bookkeeping,--,0.0,0.0,1.0,POSITIVE,0.52,0.214,0.5920000000000001,4.0
146,pos hp,botany,--,0.0,0.0,1.0,POSITIVE,0.604,0.201,0.5,4.0
147,pos hp,boundary,--,0.0,0.0,1.0,POSITIVE,0.561,0.42700000000000005,0.518,4.0
148,pos hp,breadth,--,0.0,0.0,1.0,POSITIVE,0.667,0.49,0.644,4.0
149,pos hp,breeder,--,0.0,0.0,1.0,POSITIVE,0.645,0.48100000000000004,0.605,4.0
150,pos hp,breeding,--,0.0,0.0,1.0,POSITIVE,0.667,0.48100000000000004,0.61,4.0
151,pos hp,brethren,--,0.0,0.0,1.0,POSITIVE,0.917,0.38,0.6409999999999999,4.0
152,pos hp,briefing,--,0.0,0.0,1.0,POSITIVE,0.612,0.33299999999999996,0.7020000000000001,4.0
153,pos hp,broker,--,0.0,0.0,1.0,POSITIVE,0.5820000000000001,0.462,0.6,4.0
154,pos hp,bronze,--,0.0,0.0,1.0,POSITIVE,0.622,0.33299999999999996,0.526,4.0
155,pos hp,bugged,--,0.0,0.0,0.0,NEGATIVE,0.561,0.439,0.5,4.0
156,pos hp,buildings,--,0.0,0.0,1.0,POSITIVE,0.5820000000000001,0.38,0.552,4.0
157,pos hp,buoyancy,--,0.0,0.0,1.0,POSITIVE,0.625,0.373,0.5379999999999999,4.0
158,pos hp,bureau,--,0.0,0.0,1.0,POSITIVE,0.562,0.373,0.618,4.0
159,pos hp,businesswoman,--,0.0,0.0,1.0,POSITIVE,0.7190000000000001,0.5,0.764,4.0
160,pos hp,cadet,--,0.0,0.0,1.0,POSITIVE,0.504,0.39299999999999996,0.664,4.0
161,pos hp,calculated,--,0.0,0.0,1.0,POSITIVE,0.633,0.425,0.6829999999999999,4.0
162,pos hp,calibrate,--,0.0,0.0,1.0,POSITIVE,0.552,0.46,0.623,4.0
163,pos hp,calligraphy,--,0.0,0.0,1.0,POSITIVE,0.62,0.21600000000000003,0.5,4.0
164,pos hp,cameo,--,0.0,0.0,1.0,POSITIVE,0.573,0.457,0.509,4.0
165,pos hp,cameraman,--,0.0,0.0,1.0,POSITIVE,0.542,0.452,0.542,4.0
166,pos hp,campsite,--,0.0,0.0,1.0,POSITIVE,0.68,0.49,0.547,4.0
167,pos hp,candor,--,0.0,0.0,1.0,POSITIVE,0.74,0.389,0.607,4.0
168,pos hp,canonical,--,0.0,0.0,1.0,POSITIVE,0.542,0.41,0.62,4.0
169,pos hp,canterbury,--,0.0,0.0,1.0,POSITIVE,0.5820000000000001,0.43799999999999994,0.51,4.0
170,pos hp,canto,--,0.0,0.0,1.0,POSITIVE,0.7759999999999999,0.461,0.5539999999999999,4.0
171,pos hp,canton,--,0.0,0.0,1.0,POSITIVE,0.542,0.47200000000000003,0.536,4.0
172,pos hp,capsule,--,0.0,0.0,1.0,POSITIVE,0.583,0.29,0.57,4.0
173,pos hp,cardinal,--,0.0,0.0,1.0,POSITIVE,0.583,0.358,0.7120000000000001,4.0
174,pos hp,caret,--,0.0,0.0,1.0,POSITIVE,0.6559999999999999,0.402,0.527,4.0
175,pos hp,carpentry,--,0.0,0.0,1.0,POSITIVE,0.561,0.45899999999999996,0.518,4.0
176,pos hp,cartography,--,0.0,0.0,1.0,POSITIVE,0.52,0.3,0.579,4.0
177,pos hp,catalog,--,0.0,0.0,1.0,POSITIVE,0.561,0.221,0.573,4.0
178,pos hp,catalogue,--,0.0,0.0,1.0,POSITIVE,0.647,0.327,0.5329999999999999,4.0
179,pos hp,catcher,--,0.0,0.0,1.0,POSITIVE,0.653,0.413,0.54,4.0
180,pos hp,cedar,--,0.0,0.0,1.0,POSITIVE,0.56,0.267,0.5770000000000001,4.0
181,pos hp,cello,--,0.0,0.0,1.0,POSITIVE,0.635,0.324,0.528,4.0
182,pos hp,centenary,--,0.0,0.0,1.0,POSITIVE,0.604,0.44,0.642,4.0
183,pos hp,centennial,--,0.0,0.0,1.0,POSITIVE,0.583,0.39399999999999996,0.7,4.0
184,pos hp,centerpiece,--,0.0,0.0,1.0,POSITIVE,0.594,0.20800000000000002,0.52,4.0
185,pos hp,centrality,--,0.0,0.0,1.0,POSITIVE,0.5710000000000001,0.312,0.7090000000000001,4.0
186,pos hp,centralization,--,0.0,0.0,1.0,POSITIVE,0.521,0.44,0.7020000000000001,4.0
187,pos hp,centralize,--,0.0,0.0,1.0,POSITIVE,0.684,0.42700000000000005,0.802,4.0
188,pos hp,centrally,--,0.0,0.25,2.0,POSITIVE,0.7290000000000001,0.28,0.7,4.0
189,pos hp,certifiable,--,0.0,0.0,1.0,POSITIVE,0.7140000000000001,0.42700000000000005,0.662,4.0
190,pos hp,chalice,--,0.0,0.0,1.0,POSITIVE,0.633,0.28600000000000003,0.529,4.0
191,pos hp,characteristic,--,0.0,0.4666666666666666,1.0,POSITIVE,0.583,0.32799999999999996,0.5379999999999999,4.0
192,pos hp,characterize,--,0.0,0.0,1.0,POSITIVE,0.7290000000000001,0.47100000000000003,0.735,4.0
193,pos hp,chateau,--,0.0,0.0,1.0,POSITIVE,0.615,0.46399999999999997,0.7020000000000001,4.0
194,pos hp,cherishing,--,0.4588,0.0,1.0,POSITIVE,0.836,0.38,0.625,4.0
195,pos hp,chess,--,0.0,0.0,1.0,POSITIVE,0.6559999999999999,0.363,0.518,4.0
196,pos hp,chord,--,0.0,0.0,1.0,POSITIVE,0.7290000000000001,0.39399999999999996,0.539,4.0
197,pos hp,christen,--,0.0,0.0,1.0,POSITIVE,0.6729999999999999,0.35600000000000004,0.588,4.0
198,pos hp,christening,--,0.0,0.0,1.0,POSITIVE,0.725,0.382,0.65,4.0
199,pos hp,chromosome,--,0.0,0.0,1.0,POSITIVE,0.5,0.29600000000000004,0.5479999999999999,4.0
200,pos hp,chronograph,--,0.0,0.0,1.0,POSITIVE,0.5,0.392,0.529,4.0
201,pos hp,chronological,--,0.0,0.0,1.0,POSITIVE,0.594,0.445,0.6,4.0
202,pos hp,chum,--,0.0,0.0,1.0,POSITIVE,0.9109999999999999,0.34700000000000003,0.518,4.0
203,pos hp,chummy,--,0.0,0.0,1.0,POSITIVE,0.76,0.42,0.61,4.0
204,pos hp,cinematic,--,0.0,0.2,2.0,POSITIVE,0.6629999999999999,0.49,0.6,4.0
205,pos hp,cinematographer,--,0.0,0.0,1.0,POSITIVE,0.792,0.455,0.711,4.0
206,pos hp,circuit,--,0.0,0.0,1.0,POSITIVE,0.586,0.461,0.7070000000000001,4.0
207,pos hp,citadel,--,0.0,0.0,1.0,POSITIVE,0.585,0.46399999999999997,0.602,4.0
208,pos hp,cite,--,0.0,0.0,1.0,POSITIVE,0.625,0.45399999999999996,0.532,4.0
209,pos hp,clarification,--,0.0,0.0,1.0,POSITIVE,0.802,0.461,0.613,4.0
210,pos hp,classification,--,0.0,0.0,1.0,POSITIVE,0.583,0.423,0.613,4.0
211,pos hp,classified,--,0.0,0.0,1.0,POSITIVE,0.5710000000000001,0.46,0.6629999999999999,4.0
212,pos hp,clef,--,0.0,0.0,1.0,POSITIVE,0.615,0.36,0.595,4.0
213,pos hp,clergy,--,0.0,0.0,1.0,POSITIVE,0.531,0.312,0.575,4.0
214,pos hp,clergyman,--,0.0,0.0,1.0,POSITIVE,0.594,0.33,0.556,4.0
215,pos hp,cleric,--,0.0,0.0,1.0,POSITIVE,0.521,0.324,0.589,4.0
216,pos hp,clerkship,--,0.0,0.0,1.0,POSITIVE,0.5820000000000001,0.38,0.596,4.0
217,pos hp,climatology,--,0.0,0.0,1.0,POSITIVE,0.531,0.36700000000000005,0.541,4.0
218,pos hp,clutches,--,0.0,0.0,1.0,POSITIVE,0.542,0.373,0.528,4.0
219,pos hp,coastal,--,0.0,0.0,1.0,POSITIVE,0.604,0.37,0.51,4.0
220,pos hp,coating,--,0.0,0.0,1.0,POSITIVE,0.62,0.44,0.596,4.0
221,pos hp,codex,--,0.0,0.0,1.0,POSITIVE,0.531,0.488,0.524,4.0
222,pos hp,coefficient,--,0.0,0.0,1.0,POSITIVE,0.677,0.415,0.7020000000000001,4.0
223,pos hp,coexistence,--,0.0,0.0,1.0,POSITIVE,0.588,0.47200000000000003,0.638,4.0
224,pos hp,cognition,--,0.0,0.0,1.0,POSITIVE,0.635,0.344,0.706,4.0
225,pos hp,coincide,--,0.0,0.0,1.0,POSITIVE,0.635,0.49,0.593,4.0
226,pos hp,coincident,--,0.0,0.0,1.0,POSITIVE,0.562,0.385,0.602,4.0
227,pos hp,coinciding,--,0.0,0.0,1.0,POSITIVE,0.6729999999999999,0.373,0.623,4.0
228,pos hp,collaborate,--,0.0,0.0,1.0,POSITIVE,0.816,0.449,0.5589999999999999,4.0
229,pos hp,collective,--,0.0,0.0,2.0,POSITIVE,0.583,0.45799999999999996,0.698,4.0
230,pos hp,collector,--,0.0,0.0,1.0,POSITIVE,0.552,0.48100000000000004,0.648,4.0
231,pos hp,collegiate,--,0.0,0.0,1.0,POSITIVE,0.5920000000000001,0.461,0.6779999999999999,4.0
232,pos hp,colony,--,0.0,0.0,1.0,POSITIVE,0.716,0.353,0.593,4.0
233,pos hp,columnist,--,0.0,0.0,1.0,POSITIVE,0.6459999999999999,0.365,0.648,4.0
234,pos hp,combine,--,0.0,0.0,1.0,POSITIVE,0.6629999999999999,0.442,0.5329999999999999,4.0
235,pos hp,commandment,--,0.0,0.0,1.0,POSITIVE,0.6559999999999999,0.49,0.8759999999999999,4.0
236,pos hp,commensurate,--,0.0,0.0,2.0,POSITIVE,0.61,0.304,0.55,4.0
237,pos hp,commissioner,--,0.0,0.0,1.0,POSITIVE,0.602,0.449,0.9490000000000001,4.0
238,pos hp,commodity,--,0.0,0.0,1.0,POSITIVE,0.615,0.39399999999999996,0.537,4.0
239,pos hp,commonly,--,0.0,0.5,1.0,POSITIVE,0.604,0.17,0.574,4.0
240,pos hp,communal,--,0.0,0.0,1.0,POSITIVE,0.5920000000000001,0.321,0.556,4.0
241,pos hp,commune,--,0.0,0.0,1.0,POSITIVE,0.5,0.488,0.655,4.0
242,pos hp,communicable,--,0.0,0.0,0.0,POSITIVE,0.7959999999999999,0.491,0.623,4.0
243,pos hp,commutative,--,0.0,0.0,2.0,POSITIVE,0.667,0.442,0.569,4.0
244,pos hp,compaction,--,0.0,0.0,1.0,POSITIVE,0.531,0.47100000000000003,0.5820000000000001,4.0
245,pos hp,companionship,--,0.0,0.0,1.0,POSITIVE,0.833,0.43799999999999994,0.792,4.0
246,pos hp,comparatively,--,0.0,0.0,1.0,POSITIVE,0.604,0.391,0.5379999999999999,4.0
247,pos hp,compartment,--,0.0,0.0,1.0,POSITIVE,0.5,0.389,0.607,4.0
248,pos hp,compendium,--,0.0,0.0,1.0,POSITIVE,0.61,0.461,0.537,4.0
249,pos hp,complacent,--,-0.0772,0.0,0.0,POSITIVE,0.625,0.452,0.518,4.0
250,pos hp,comply,--,0.0,0.0,1.0,POSITIVE,0.8059999999999999,0.37,0.638,4.0
251,pos hp,complying,--,0.0,0.0,1.0,POSITIVE,0.7290000000000001,0.423,0.59,4.0
252,pos hp,component,--,0.0,0.0,1.0,POSITIVE,0.531,0.382,0.525,4.0
253,pos hp,composite,--,0.0,0.0,1.0,POSITIVE,0.591,0.45899999999999996,0.62,4.0
254,pos hp,compound,--,0.0,0.0,1.0,POSITIVE,0.635,0.385,0.735,4.0
255,pos hp,comprehension,--,0.0,0.0,1.0,POSITIVE,0.9079999999999999,0.387,0.688,4.0
256,pos hp,compressible,--,0.0,0.0,1.0,POSITIVE,0.622,0.392,0.585,4.0
257,pos hp,comprise,--,0.0,0.0,1.0,POSITIVE,0.8390000000000001,0.373,0.669,4.0
258,pos hp,computable,--,0.0,0.0,1.0,POSITIVE,0.57,0.402,0.545,4.0
259,pos hp,computation,--,0.0,0.0,1.0,POSITIVE,0.583,0.429,0.6970000000000001,4.0
260,pos hp,compute,--,0.0,0.0,1.0,POSITIVE,0.531,0.408,0.564,4.0
261,pos hp,computerized,--,0.0,0.0,1.0,POSITIVE,0.677,0.45,0.657,4.0
262,pos hp,computing,--,0.0,0.0,1.0,POSITIVE,0.745,0.39799999999999996,0.695,4.0
263,pos hp,conceivable,--,0.0,0.3,1.0,POSITIVE,0.73,0.35,0.613,4.0
264,pos hp,conception,--,0.0,0.0,1.0,POSITIVE,0.6940000000000001,0.49,0.614,4.0
265,pos hp,concession,--,0.0,0.0,1.0,POSITIVE,0.588,0.423,0.615,4.0
266,pos hp,concessional,--,0.0,0.0,1.0,POSITIVE,0.77,0.493,0.657,4.0
